 12.93	7060	7060	U	0	unclassified
 87.07	47553	3	R	1	root
 85.27	46567	37	R1	131567	  cellular organisms
 84.19	45977	1457	D	2	    Bacteria
 69.79	38113	2703	P	1224	      Pseudomonadota
 63.53	34696	2435	C	1236	        Gammaproteobacteria
 58.12	31739	0	O	2887326	          Moraxellales
 58.12	31739	6454	F	468	            Moraxellaceae
 46.02	25135	22870	G	475	              Moraxella
  3.13	1707	1707	S	478	                Moraxella nonliquefaciens
  0.74	404	402	S	480	                Moraxella catarrhalis
  0.00	2	2	S1	1236608	                  Moraxella catarrhalis BBH18
  0.14	79	79	S	386891	                Moraxella bovoculi
  0.05	25	25	S	476	                Moraxella bovis
  0.03	19	5	G1	2685852	                unclassified Moraxella
  0.02	12	12	S	2904122	                  Moraxella sp. ZY201224
  0.00	2	2	S	2953752	                  Moraxella sp. FZFQ2102
  0.03	18	18	S	34062	                Moraxella osloensis
  0.01	6	6	S	2904121	                Moraxella nasovis
  0.01	5	5	S	34061	                Moraxella cuniculi
  0.00	2	2	S	29433	                Moraxella ovis
  0.23	126	53	G	469	              Acinetobacter
  0.05	28	0	G1	909768	                Acinetobacter calcoaceticus/baumannii complex
  0.05	26	25	S	470	                  Acinetobacter baumannii
  0.00	1	1	S1	1279013	                    Acinetobacter baumannii PR07
  0.00	2	2	S	48296	                  Acinetobacter pittii
  0.02	12	1	G1	196816	                unclassified Acinetobacter
  0.01	3	3	S	2743575	                  Acinetobacter sp. NEB 394
  0.00	2	2	S	2919376	                  Acinetobacter sp. AOR07_HL
  0.00	2	2	S	2545797	                  Acinetobacter sp. FDAARGOS_724
  0.00	2	2	S	1879049	                  Acinetobacter sp. WCHAc010034
  0.00	2	2	S	1827285	                  Acinetobacter sp. MYb10
  0.01	6	6	S	40214	                Acinetobacter johnsonii
  0.01	6	6	S	2715163	                Acinetobacter lanii
  0.01	4	4	S	40215	                Acinetobacter junii
  0.01	3	0	S	52133	                Acinetobacter venetianus
