 33.68	48221	48221	U	0	unclassified
 66.32	94970	15	R	1	root
 65.22	93395	73	R1	131567	  cellular organisms
 64.73	92688	863	D	2	    Bacteria
 33.55	48035	108	D1	1783272	      Terrabacteria group
 27.62	39550	220	P	1239	        Bacillota
 17.13	24522	84	C	91061	          Bacilli
 16.71	23925	170	O	186826	            Lactobacillales
 15.87	22723	128	F	1300	              Streptococcaceae
 15.77	22579	6151	G	1301	                Streptococcus
  3.21	4597	4152	S	1304	                  Streptococcus salivarius
  0.14	195	195	S1	1046629	                    Streptococcus salivarius 57.I
  0.12	173	173	S1	1048332	                    Streptococcus salivarius CCHSS3
  0.05	74	74	S1	347253	                    Streptococcus salivarius JIM8777
  0.00	2	2	S1	1074494	                    Streptococcus salivarius M18
  0.00	1	1	S1	1200793	                    Streptococcus salivarius K12
  3.07	4396	478	G1	2608887	                  unclassified Streptococcus
  0.66	945	945	S	2610896	                    Streptococcus sp. LPB0220
  0.62	894	894	S	1316408	                    Streptococcus sp. HSISM1
  0.46	661	661	S	712633	                    Streptococcus sp. oral taxon 431
  0.33	477	477	S	712623	                    Streptococcus sp. oral taxon 061
  0.22	309	309	S	2972784	                    Streptococcus sp. Marseille-Q6470
  0.19	273	273	S	2759692	                    Streptococcus sp. Marseille-Q3533
  0.07	94	94	S	1759399	                    Streptococcus sp. A12
  0.06	86	86	S	2598453	                    Streptococcus sp. 116-D4
  0.04	53	53	S	1839799	                    Streptococcus sp. FDAARGOS_192
  0.02	32	32	S	1316411	                    Streptococcus sp. HSISS2
  0.02	25	25	S	2576376	                    Streptococcus sp. 1643
  0.01	21	21	S	1902136	                    Streptococcus sp. NPS 308
  0.01	13	13	S	1316412	                    Streptococcus sp. HSISS3
  0.01	13	13	S	2763068	                    Streptococcus sp. NSJ-72
  0.01	8	8	S	712624	                    Streptococcus sp. oral taxon 064
  0.00	5	5	S	1316410	                    Streptococcus sp. HSISS1
  0.00	4	4	S	2598457	                    Streptococcus sp. KS 6
  0.00	2	2	S	1940319	                    Streptococcus sp. DAT741
  0.00	2	2	S	2420310	                    Streptococcus sp. FDAARGOS_522
  0.00	1	1	S	2664091	                    Streptococcus sp. zg-86
  2.57	3681	1097	S	1318	                  Streptococcus parasanguinis
  0.94	1348	1348	S1	760570	                    Streptococcus parasanguinis ATCC 15912
  0.86	1236	1236	S1	1114965	                    Streptococcus parasanguinis FW213
  0.62	890	890	S	68892	                  Streptococcus infantis
  0.39	554	462	S	28037	                  Streptococcus mitis
  0.06	92	92	S1	365659	                    Streptococcus mitis B6
  0.30	425	318	S	1303	                  Streptococcus oralis
  0.02	32	32	S1	1891914	                    Streptococcus oralis subsp. oralis
