100.00	174424	0	R	1	root
99.89	174231	0	R1	131567	  cellular organisms
99.57	173677	0	D	2	    Bacteria
47.89	83523	0	D1	1783272	      Terrabacteria group
41.51	72411	0	P	1239	        Bacillota
24.69	43060	0	C	91061	          Bacilli
24.32	42421	0	O	186826	            Lactobacillales
23.29	40622	0	F	1300	              Streptococcaceae
23.29	40622	0	G	1301	                Streptococcus
5.49	9578	0	G1	2608887	                  unclassified Streptococcus
1.18	2063	2063	S	1316408	                    Streptococcus sp. HSISM1
1.14	1991	1991	S	2610896	                    Streptococcus sp. LPB0220
0.91	1579	1579	S	712633	                    Streptococcus sp. oral taxon 431
0.64	1124	1124	S	712623	                    Streptococcus sp. oral taxon 061
0.47	822	822	S	2972784	                    Streptococcus sp. Marseille-Q6470
0.34	593	593	S	2759692	                    Streptococcus sp. Marseille-Q3533
0.14	235	235	S	1759399	                    Streptococcus sp. A12
0.10	177	177	S	2598453	                    Streptococcus sp. 116-D4
0.14	236	236	S	1839799	                    Streptococcus sp. FDAARGOS_192
0.08	131	131	S	1316411	                    Streptococcus sp. HSISS2
0.06	107	107	S	1316412	                    Streptococcus sp. HSISS3
0.03	55	55	S	1902136	                    Streptococcus sp. NPS 308
0.04	69	69	S	2576376	                    Streptococcus sp. 1643
0.17	298	298	S	1316410	                    Streptococcus sp. HSISS1
0.02	39	39	S	712624	                    Streptococcus sp. oral taxon 064
0.03	51	51	S	2763068	                    Streptococcus sp. NSJ-72
6.55	11425	11425	S	1304	                  Streptococcus salivarius
4.37	7630	7630	S	1318	                  Streptococcus parasanguinis
1.15	2010	2010	S	68892	                  Streptococcus infantis
0.88	1535	1535	S	28037	                  Streptococcus mitis
0.65	1132	0	G1	671232	                  Streptococcus anginosus group
0.06	111	111	S	1328	                    Streptococcus anginosus
0.03	56	56	S	1338	                    Streptococcus intermedius
0.55	964	964	S	76860	                    Streptococcus constellatus
0.67	1160	1160	S	1303	                  Streptococcus oralis
0.87	1521	1521	S	1313	                  Streptococcus pneumoniae
0.31	535	535	S	684066	                  Streptococcus lactarius
0.18	317	317	S	1305	                  Streptococcus sanguinis
0.24	424	424	S	113107	                  Streptococcus australis
0.20	347	347	S	257758	                  Streptococcus pseudopneumoniae
0.21	367	367	S	1308	                  Streptococcus thermophilus
0.09	148	148	S	1302	                  Streptococcus gordonii
0.12	211	211	S	1156431	                  Streptococcus ilei
0.10	166	166	S	2819619	                  Streptococcus toyakuensis
0.06	105	105	S	45634	                  Streptococcus cristatus
0.07	121	121	S	1433513	                  Streptococcus gwangjuense
0.07	115	115	S	1234680	                  Streptococcus rubneri
0.05	89	89	S	1343	                  Streptococcus vestibularis
0.09	154	154	S	1307	                  Streptococcus suis
0.06	97	97	S	2382163	                  Streptococcus koreensis
0.11	186	186	S	1314	                  Streptococcus pyogenes
0.02	37	0	G1	119603	                  Streptococcus dysgalactiae group
0.01	24	24	S	1336	                    Streptococcus equi
0.01	12	12	S	1334	                    Streptococcus dysgalactiae
0.02	37	37	S	1348	                  Streptococcus parauberis
0.02	42	42	S	33040	                  Streptococcus milleri
0.02	26	26	S	1501662	                  Streptococcus parasuis
0.01	14	14	S	2781599	                  Streptococcus oriscaviae
0.01	14	14	S	1329	                  Streptococcus canis
0.01	15	15	S	1346	                  Streptococcus iniae
0.55	961	961	S	1311	                  Streptococcus agalactiae
0.01	13	13	S	1309	                  Streptococcus mutans
0.01	12	12	S	82348	                  Streptococcus pluranimalium
0.01	13	13	S	361101	                  Streptococcus pseudoporcinus
0.01	11	11	S	400065	                  Streptococcus merionis
0.01	10	10	S	1340	                  Streptococcus porcinus
0.01	18	18	S	2490633	                  Streptococcus periodonticum
0.01	10	10	S	1345	                  Streptococcus ferus
1.01	1758	0	F	186828	              Carnobacteriaceae
1.01	1758	0	G	117563	                Granulicatella
0.97	1694	1694	S	46124	                  Granulicatella adiacens
0.04	63	63	S	137732	                  Granulicatella elegans
0.01	22	0	F	186827	              Aerococcaceae
0.01	22	0	G	46123	                Abiotrophia
0.01	22	22	S	46125	                  Abiotrophia defectiva
0.01	18	0	F	81852	              Enterococcaceae
0.01	18	0	G	1350	                Enterococcus
0.01	18	18	S	44008	                  Enterococcus cecorum
0.37	638	0	O	1385	            Bacillales
0.34	584	0	O1	539002	              Bacillales incertae sedis
0.34	584	0	O2	539738	                Bacillales Family XI. Incertae Sedis
0.34	584	0	G	1378	                  Gemella
0.19	330	330	S	84135	                    Gemella sanguinis
0.09	165	165	S	1379	                    Gemella haemolysans
0.05	89	89	S	29391	                    Gemella morbillorum
0.03	53	0	F	186817	              Bacillaceae
0.02	29	0	G	2800373	                Priestia
0.02	29	29	S	1404	                  Priestia megaterium
0.01	24	0	G	1386	                Bacillus
0.01	24	0	G1	1792192	                  Bacillus altitudinis complex
0.01	24	24	S	293387	                    Bacillus altitudinis
15.68	27353	0	C	909932	          Negativicutes
11.15	19450	0	O	1843489	            Veillonellales
11.15	19450	0	F	31977	              Veillonellaceae
11.14	19431	0	G	29465	                Veillonella
8.37	14604	14604	S	39777	                  Veillonella atypica
0.63	1106	0	G1	2630086	                  unclassified Veillonella
0.63	1106	1106	S	2682455	                    Veillonella sp. S12025-13
0.62	1087	1087	S	423477	                  Veillonella rogosae
0.74	1293	1293	S	2682456	                  Veillonella nakazawae
0.36	623	623	S	29466	                  Veillonella parvula
0.36	627	627	S	39778	                  Veillonella dispar
0.05	88	88	S	248315	                  Veillonella rodentium
0.01	18	0	G	906	                Megasphaera
0.01	18	18	S	2144175	                  Megasphaera stantonii
4.53	7903	0	O	909929	            Selenomonadales
4.53	7903	0	F	1843491	              Selenomonadaceae
4.53	7903	0	G	970	                Selenomonas
3.14	5468	0	G1	2637378	                  unclassified Selenomonas
1.77	3086	3086	S	712538	                    Selenomonas sp. oral taxon 478
1.15	2005	2005	S	713030	                    Selenomonas sp. oral taxon 136
0.12	217	217	S	712528	                    Selenomonas sp. oral taxon 126
0.09	158	158	S	1884263	                    Selenomonas sp. oral taxon 920
1.34	2341	2341	S	69823	                  Selenomonas sputigena
0.05	93	93	S	2754044	                  Selenomonas timonae
1.02	1772	0	C	186801	          Clostridia
1.02	1772	0	O	186802	            Eubacteriales
0.80	1392	0	F	186803	              Lachnospiraceae
0.39	679	0	G	1164882	                Lachnoanaerobaculum
0.39	679	679	S	617123	                  Lachnoanaerobaculum umeaense
0.17	290	0	G	572511	                Blautia
0.12	215	215	S	418240	                  Blautia wexlerae
0.02	37	0	G1	2648079	                  unclassified Blautia
0.02	37	37	S	2479767	                    Blautia sp. SC05B48
0.02	37	37	S	40520	                  Blautia obeum
0.07	115	0	G	2316020	                Mediterraneibacter
0.03	58	58	S	33039	                  [Ruminococcus] torques
0.03	43	43	S	33038	                  [Ruminococcus] gnavus
0.01	13	13	S	46228	                  [Ruminococcus] lactaris
0.04	61	0	G	207244	                Anaerostipes
0.04	61	61	S	649756	                  Anaerostipes hadrus
0.03	56	0	G	2569097	                Anaerobutyricum
0.03	56	56	S	39488	                  Anaerobutyricum hallii
0.03	51	0	G	841	                Roseburia
0.02	32	32	S	166486	                  Roseburia intestinalis
0.01	18	18	S	301301	                  Roseburia hominis
0.03	48	0	G	33042	                Coprococcus
0.02	27	27	S	410072	                  Coprococcus comes
0.01	20	20	S	116085	                  Coprococcus catus
0.03	44	0	G	189330	                Dorea
0.03	44	44	S	88431	                  Dorea longicatena
