ERR6913112	Streptococcus oralis	1303	S	315	139	454	0.04101
ERR6913112	Streptococcus sp. LPB0220	2610896	S	64	14	78	0.00705
ERR6913112	Streptococcus sp. HSISM1	1316408	S	50	10	60	0.00542
ERR6913112	Streptococcus sp. oral taxon 064	712624	S	14	21	35	0.00316
ERR6913112	Streptococcus sp. oral taxon 061	712623	S	11	1	12	0.00108
ERR6913112	Streptococcus salivarius	1304	S	171	60	231	0.02087
ERR6913112	Streptococcus mitis	28037	S	135	24	159	0.01436
ERR6913112	Streptococcus intermedius	1338	S	106	32	138	0.01246
ERR6913112	Streptococcus vestibularis	1343	S	69	10	79	0.00714
ERR6913112	Streptococcus parasanguinis	1318	S	59	9	68	0.00614
ERR6913112	Streptococcus gordonii	1302	S	57	2	59	0.00533
ERR6913112	Streptococcus pneumoniae	1313	S	25	17	42	0.00379
ERR6913112	Streptococcus mutans	1309	S	24	1	25	0.00226
ERR6913112	Streptococcus infantis	68892	S	21	2	23	0.00208
ERR6913112	Streptococcus gwangjuense	1433513	S	17	5	22	0.00199
ERR6913112	Streptococcus pseudopneumoniae	257758	S	11	3	14	0.00126
ERR6913112	Dolosigranulum pigrum	29394	S	514	4	518	0.04679
ERR6913112	Granulicatella adiacens	46124	S	21	0	21	0.00190
ERR6913112	Ligilactobacillus salivarius	1624	S	103	10	113	0.01021
ERR6913112	Limosilactobacillus portuensis	2742601	S	48	9	57	0.00515
ERR6913112	Limosilactobacillus fermentum	1613	S	11	3	14	0.00126
ERR6913112	Lactobacillus gasseri	1596	S	24	9	33	0.00298
ERR6913112	Lactobacillus crispatus	47770	S	13	0	13	0.00117
ERR6913112	Enterococcus cecorum	44008	S	47	1	48	0.00434
ERR6913112	Staphylococcus epidermidis	1282	S	33	13	46	0.00415
ERR6913112	Veillonella parvula	29466	S	240	5	245	0.02213
ERR6913112	Veillonella atypica	39777	S	112	2	114	0.01030
ERR6913112	Veillonella nakazawae	2682456	S	112	33	145	0.01310
ERR6913112	Veillonella dispar	39778	S	78	10	88	0.00795
ERR6913112	Veillonella sp. S12025-13	2682455	S	65	15	80	0.00723
ERR6913112	Veillonella rogosae	423477	S	51	2	53	0.00479
ERR6913112	Selenomonas sputigena	69823	S	18	1	19	0.00172
ERR6913112	Actinomyces oris	544580	S	320	149	469	0.04236
ERR6913112	Actinomyces sp. oral taxon 169	712116	S	97	42	139	0.01256
ERR6913112	Actinomyces sp. HMT 175	2789425	S	59	71	130	0.01174
ERR6913112	Actinomyces sp. oral taxon 171	706438	S	27	3	30	0.00271
ERR6913112	Actinomyces viscosus	1656	S	28	1	29	0.00262
ERR6913112	Actinomyces naeslundii	1655	S	27	1	28	0.00253
ERR6913112	Actinomyces pacaensis	1852377	S	11	0	11	0.00099
ERR6913112	Corynebacterium pseudodiphtheriticum	37637	S	489	15	504	0.04552
ERR6913112	Corynebacterium propinquum	43769	S	52	1	53	0.00479
ERR6913112	Corynebacterium segmentosum	43990	S	37	11	48	0.00434
ERR6913112	Corynebacterium accolens	38284	S	27	8	35	0.00316
ERR6913112	Corynebacterium macginleyi	38290	S	15	0	15	0.00135
ERR6913112	Corynebacterium kefirresidentii	1979527	S	15	1	16	0.00145
ERR6913112	Rothia dentocariosa	2047	S	208	5	213	0.01924
ERR6913112	Rothia mucilaginosa	43675	S	206	4	210	0.01897
ERR6913112	Rothia aeria	172042	S	18	0	18	0.00163
ERR6913112	Cutibacterium acnes	1747	S	127	5	132	0.01192
ERR6913112	Lancefieldella parvula	1382	S	57	0	57	0.00515
ERR6913112	Olsenella uli	133926	S	17	0	17	0.00154
ERR6913112	Moraxella nonliquefaciens	478	S	3203	144	3347	0.30232
ERR6913112	Moraxella catarrhalis	480	S	150	7	157	0.01418
ERR6913112	Moraxella bovis	476	S	123	6	129	0.01165
ERR6913112	Moraxella bovoculi	386891	S	32	10	42	0.00379
ERR6913112	Moraxella sp. ZY201224	2904122	S	20	2	22	0.00199
ERR6913112	Acinetobacter junii	40215	S	30	7	37	0.00334
ERR6913112	Pseudomonas fluorescens	294	S	10	39	49	0.00443
ERR6913112	Vibrio fluvialis	676	S	50	22	72	0.00650
ERR6913112	Xanthomonas campestris	339	S	19	6	25	0.00226
ERR6913112	Shewanella algae	38313	S	19	6	25	0.00226
ERR6913112	Cardiobacterium sp. Marseille-Q4385	2866573	S	24	0	24	0.00217
ERR6913112	Burkholderia multivorans	87883	S	52	23	75	0.00677
ERR6913112	Ralstonia insidiosa	190721	S	12	4	16	0.00145
ERR6913112	Kingella oralis	505	S	22	1	23	0.00208
ERR6913112	Brevundimonas nasdae	172043	S	14	2	16	0.00145
ERR6913112	Prevotella denticola	28129	S	430	39	469	0.04236
ERR6913112	Prevotella melaninogenica	28132	S	398	30	428	0.03866
ERR6913112	Prevotella oris	28135	S	241	8	249	0.02249
ERR6913112	Prevotella nigrescens	28133	S	107	19	126	0.01138
ERR6913112	Prevotella intermedia	28131	S	26	2	28	0.00253
ERR6913112	Prevotella jejuni	1177574	S	18	2	20	0.00181
ERR6913112	Porphyromonas gingivalis	837	S	76	1	77	0.00696
ERR6913112	Tannerella forsythia	28112	S	41	2	43	0.00388
ERR6913112	Capnocytophaga gingivalis	1017	S	15	1	16	0.00145
ERR6913112	Capnocytophaga leadbetteri	327575	S	11	1	12	0.00108
ERR6913112	Fusobacterium nucleatum	851	S	31	1	32	0.00289
ERR6913112	Treponema denticola	158	S	14	4	18	0.00163
ERR6913112	Homo sapiens	9606	S	169	1	170	0.01536
ERR6913112	Aspergillus fumigatus	746128	S	19	0	19	0.00172
ERR6913112	Human gammaherpesvirus 4	10376	S	12	0	12	0.00108
ERR6913113	Vibrio kanaloae	170673	S	1198	605	1803	0.17019
ERR6913113	Vibrio plantisponsor	664643	S	634	106	740	0.06985
ERR6913113	Vibrio toranzoniae	1194427	S	63	33	96	0.00906
ERR6913113	Vibrio diabolicus	50719	S	17	37	54	0.00510
ERR6913113	Vibrio alginolyticus	663	S	11	49	60	0.00566
ERR6913113	Vibrio cholerae	666	S	36	36	72	0.00680
ERR6913113	Vibrio ziniensis	2711221	S	19	2	21	0.00198
ERR6913113	Vibrio crassostreae	246167	S	15	9	24	0.00227
ERR6913113	Vibrio fluvialis	676	S	13	12	25	0.00236
ERR6913113	Vibrio celticus	446372	S	13	10	23	0.00217
ERR6913113	Vibrio cyclitrophicus	47951	S	11	7	18	0.00170
ERR6913113	Pseudoalteromonas prydzensis	182141	S	859	91	950	0.08967
ERR6913113	Pseudoalteromonas rhizosphaerae	2518973	S	239	46	285	0.02690
ERR6913113	Pseudoalteromonas sp. KAN5	2916633	S	13	56	69	0.00651
ERR6913113	Pseudoalteromonas mariniglutinosa	206042	S	47	90	137	0.01293
ERR6913113	Idiomarina loihiensis	135577	S	24	7	31	0.00293
ERR6913113	Pseudomonas fluorescens	294	S	23	23	46	0.00434
ERR6913113	Pseudomonas aeruginosa	287	S	16	184	200	0.01888
ERR6913113	Pseudomonas sessilinigenes	658629	S	30	92	122	0.01152
ERR6913113	Pseudomonas putida	303	S	10	20	30	0.00283
ERR6913113	Acinetobacter sp. TTH0-4	1646498	S	28	26	54	0.00510
ERR6913113	Acinetobacter junii	40215	S	21	23	44	0.00415
ERR6913113	Acinetobacter johnsonii	40214	S	19	96	115	0.01086
ERR6913113	Acinetobacter pseudolwoffii	2053287	S	10	63	73	0.00689
ERR6913113	Psychrobacter sp. DAB_AL43B	1028416	S	10	31	41	0.00387
ERR6913113	Moraxella osloensis	34062	S	20	4	24	0.00227
ERR6913113	Lysobacter enzymogenes	69	S	11	18	29	0.00274
ERR6913113	Stenotrophomonas maltophilia	40324	S	20	51	71	0.00670
ERR6913113	Xanthomonas campestris	339	S	10	16	26	0.00245
ERR6913113	Aeromonas media	651	S	22	41	63	0.00595
ERR6913113	Bradyrhizobium sp. 200	2782665	S	10	36	46	0.00434
ERR6913113	Bradyrhizobium erythrophlei	1437360	S	23	8	31	0.00293
ERR6913113	Bradyrhizobium lablabi	722472	S	15	111	126	0.01189
ERR6913113	Bradyrhizobium sediminis	2840469	S	10	7	17	0.00160
ERR6913113	Rhodopseudomonas sp. SK50-23	340268	S	10	7	17	0.00160
ERR6913113	Rhodopseudomonas palustris	1076	S	10	11	21	0.00198
ERR6913113	Rhizobium leguminosarum	384	S	11	28	39	0.00368
ERR6913113	Agrobacterium tumefaciens	358	S	14	34	48	0.00453
ERR6913113	Ensifer adhaerens	106592	S	10	13	23	0.00217
ERR6913113	Shinella sp. XGS7	2877941	S	10	25	35	0.00330
ERR6913113	Methylobacterium sp. FF17	2984843	S	10	22	32	0.00302
ERR6913113	Rhodoplanes sp. Z2-YC6860	674703	S	19	12	31	0.00293
ERR6913113	Sphingomonas sp. PAMC26645	2565555	S	20	27	47	0.00444
ERR6913113	Sphingomonas sp. HMP9	1517554	S	13	23	36	0.00340
ERR6913113	Sphingomonas sp. AAP5	1523415	S	13	59	72	0.00680
ERR6913113	Sphingomonas sp. FARSPH	2219696	S	11	71	82	0.00774
ERR6913113	Gemmobacter aquarius	2169400	S	10	28	38	0.00359
ERR6913113	Acidovorax sp. KKS102	358220	S	14	29	43	0.00406
ERR6913113	Acidovorax sp. JMULE5	2518343	S	14	9	23	0.00217
ERR6913113	Acidovorax sp. RAC01	1842533	S	10	18	28	0.00264
ERR6913113	Acidovorax carolinensis	553814	S	16	65	81	0.00765
ERR6913113	Acidovorax radicis	758826	S	15	9	24	0.00227
ERR6913113	Variovorax paradoxus	34073	S	32	50	82	0.00774
ERR6913113	Variovorax boronicumulans	436515	S	13	20	33	0.00311
ERR6913113	Rhodoferax sp. AJA081-3	2752316	S	16	1	17	0.00160
ERR6913113	Rhodoferax sp. PAMC 29310	2822760	S	12	3	15	0.00142
ERR6913113	Rhodoferax sp. MIZ03	2798804	S	11	3	14	0.00132
ERR6913113	Rhodoferax saidenbachensis	1484693	S	18	3	21	0.00198
ERR6913113	Rhodoferax ferrireducens	192843	S	12	1	13	0.00123
ERR6913113	Rhodoferax koreense	1842727	S	12	27	39	0.00368
ERR6913113	Polaromonas naphthalenivorans	216465	S	42	14	56	0.00529
ERR6913113	Polaromonas sp. JS666	296591	S	11	19	30	0.00283
ERR6913113	Hydrogenophaga sp. SL48	2806347	S	10	18	28	0.00264
ERR6913113	Comamonas aquatica	225991	S	10	43	53	0.00500
ERR6913113	Ramlibacter tataouinensis	94132	S	27	16	43	0.00406
ERR6913113	Ottowia oryzae	2109914	S	11	7	18	0.00170
ERR6913113	Curvibacter sp. AEP1-3	1844971	S	16	2	18	0.00170
ERR6913113	Kinneretia sp. DAIF2	2714952	S	11	7	18	0.00170
ERR6913113	Simplicispira suum	2109915	S	10	13	23	0.00217
ERR6913113	Cupriavidus taiwanensis	164546	S	15	29	44	0.00415
ERR6913113	Ralstonia solanacearum	305	S	10	34	44	0.00415
ERR6913113	Massilia sp. HC52	2852099	S	18	27	45	0.00425
ERR6913113	Massilia violaceinigra	2045208	S	20	20	40	0.00378
ERR6913113	Duganella dendranthematis	2728021	S	17	10	27	0.00255
ERR6913113	Janthinobacterium agaricidamnosum	55508	S	15	28	43	0.00406
ERR6913113	Sphaerotilus sulfidivorans	639200	S	16	9	25	0.00236
ERR6913113	Sphaerotilus sp. FB-5	2914710	S	11	17	28	0.00264
ERR6913113	Schlegelella aquatica	376175	S	23	17	40	0.00378
ERR6913113	Caldimonas brevitalea	413882	S	14	4	18	0.00170
ERR6913113	Aquincola tertiaricarbonis	391953	S	12	9	21	0.00198
ERR6913113	Ideonella dechloratans	36863	S	11	20	31	0.00293
ERR6913113	Rubrivivax gelatinosus	28068	S	10	4	14	0.00132
