100.00	11071	0	R	1	root
99.89	11059	0	R1	131567	  cellular organisms
98.18	10870	0	D	2	    Bacteria
47.70	5281	0	D1	1783272	      Terrabacteria group
28.17	3119	0	P	1239	        Bacillota
21.43	2372	0	C	91061	          Bacilli
21.01	2326	0	O	186826	            Lactobacillales
13.60	1505	0	F	1300	              Streptococcaceae
13.60	1505	0	G	1301	                Streptococcus
4.10	454	454	S	1303	                  Streptococcus oralis
1.69	187	0	G1	2608887	                  unclassified Streptococcus
0.71	78	78	S	2610896	                    Streptococcus sp. LPB0220
0.55	60	60	S	1316408	                    Streptococcus sp. HSISM1
0.32	35	35	S	712624	                    Streptococcus sp. oral taxon 064
0.11	12	12	S	712623	                    Streptococcus sp. oral taxon 061
2.09	231	231	S	1304	                  Streptococcus salivarius
1.25	138	0	G1	671232	                  Streptococcus anginosus group
1.25	138	138	S	1338	                    Streptococcus intermedius
1.44	159	159	S	28037	                  Streptococcus mitis
0.72	79	79	S	1343	                  Streptococcus vestibularis
0.61	68	68	S	1318	                  Streptococcus parasanguinis
0.54	59	59	S	1302	                  Streptococcus gordonii
0.38	42	42	S	1313	                  Streptococcus pneumoniae
0.23	25	25	S	1309	                  Streptococcus mutans
0.21	23	23	S	68892	                  Streptococcus infantis
0.20	22	22	S	1433513	                  Streptococcus gwangjuense
0.13	14	14	S	257758	                  Streptococcus pseudopneumoniae
4.88	539	0	F	186828	              Carnobacteriaceae
4.68	518	0	G	29393	                Dolosigranulum
4.68	518	518	S	29394	                  Dolosigranulum pigrum
0.19	21	0	G	117563	                Granulicatella
0.19	21	21	S	46124	                  Granulicatella adiacens
2.10	232	0	F	33958	              Lactobacillaceae
1.03	113	0	G	2767887	                Ligilactobacillus
1.03	113	113	S	1624	                  Ligilactobacillus salivarius
0.64	71	0	G	2742598	                Limosilactobacillus
0.52	57	57	S	2742601	                  Limosilactobacillus portuensis
0.13	14	14	S	1613	                  Limosilactobacillus fermentum
0.43	47	0	G	1578	                Lactobacillus
0.30	33	33	S	1596	                  Lactobacillus gasseri
0.12	13	13	S	47770	                  Lactobacillus crispatus
0.44	48	0	F	81852	              Enterococcaceae
0.44	48	0	G	1350	                Enterococcus
0.44	48	48	S	44008	                  Enterococcus cecorum
0.42	46	0	O	1385	            Bacillales
0.42	46	0	F	90964	              Staphylococcaceae
0.42	46	0	G	1279	                Staphylococcus
0.42	46	46	S	1282	                  Staphylococcus epidermidis
6.75	746	0	C	909932	          Negativicutes
6.57	727	0	O	1843489	            Veillonellales
6.57	727	0	F	31977	              Veillonellaceae
6.57	727	0	G	29465	                Veillonella
2.21	245	245	S	29466	                  Veillonella parvula
1.32	145	145	S	2682456	                  Veillonella nakazawae
1.03	114	114	S	39777	                  Veillonella atypica
0.73	80	0	G1	2630086	                  unclassified Veillonella
0.73	80	80	S	2682455	                    Veillonella sp. S12025-13
0.80	88	88	S	39778	                  Veillonella dispar
0.49	53	53	S	423477	                  Veillonella rogosae
0.17	19	0	O	909929	            Selenomonadales
0.17	19	0	F	1843491	              Selenomonadaceae
0.17	19	0	G	970	                Selenomonas
0.17	19	19	S	69823	                  Selenomonas sputigena
19.53	2162	0	P	201174	        Actinomycetota
18.85	2086	0	C	1760	          Actinomycetes
7.58	839	0	O	2037	            Actinomycetales
7.58	839	0	F	2049	              Actinomycetaceae
7.58	839	0	G	1654	                Actinomyces
4.24	469	469	S	544580	                  Actinomyces oris
2.71	300	0	G1	2609248	                  unclassified Actinomyces
1.26	139	139	S	712116	                    Actinomyces sp. oral taxon 169
1.18	130	130	S	2789425	                    Actinomyces sp. HMT 175
0.28	30	30	S	706438	                    Actinomyces sp. oral taxon 171
0.27	29	29	S	1656	                  Actinomyces viscosus
0.26	28	28	S	1655	                  Actinomyces naeslundii
0.10	11	11	S	1852377	                  Actinomyces pacaensis
6.08	672	0	O	85007	            Mycobacteriales
6.08	672	0	F	1653	              Corynebacteriaceae
6.08	672	0	G	1716	                Corynebacterium
4.55	504	504	S	37637	                  Corynebacterium pseudodiphtheriticum
0.49	53	53	S	43769	                  Corynebacterium propinquum
0.43	48	48	S	43990	                  Corynebacterium segmentosum
0.32	35	35	S	38284	                  Corynebacterium accolens
0.15	16	16	S	1979527	                  Corynebacterium kefirresidentii
0.14	15	15	S	38290	                  Corynebacterium macginleyi
4.00	442	0	O	85006	            Micrococcales
4.00	442	0	F	1268	              Micrococcaceae
4.00	442	0	G	32207	                Rothia
1.93	213	213	S	2047	                  Rothia dentocariosa
1.90	210	210	S	43675	                  Rothia mucilaginosa
0.17	18	18	S	172042	                  Rothia aeria
1.19	132	0	O	85009	            Propionibacteriales
1.19	132	0	F	31957	              Propionibacteriaceae
1.19	132	0	G	1912216	                Cutibacterium
1.19	132	132	S	1747	                  Cutibacterium acnes
0.68	75	0	C	84998	          Coriobacteriia
0.68	75	0	O	84999	            Coriobacteriales
0.68	75	0	F	1643824	              Atopobiaceae
0.52	57	0	G	2767353	                Lancefieldella
0.52	57	57	S	1382	                  Lancefieldella parvula
0.16	17	0	G	133925	                Olsenella
0.16	17	17	S	133926	                  Olsenella uli
36.73	4066	0	P	1224	      Pseudomonadota
35.53	3933	0	C	1236	        Gammaproteobacteria
33.75	3737	0	O	2887326	          Moraxellales
33.75	3737	0	F	468	            Moraxellaceae
33.42	3699	0	G	475	              Moraxella
30.24	3347	3347	S	478	                Moraxella nonliquefaciens
1.42	157	157	S	480	                Moraxella catarrhalis
1.17	129	129	S	476	                Moraxella bovis
0.38	42	42	S	386891	                Moraxella bovoculi
0.20	22	0	G1	2685852	                unclassified Moraxella
0.20	22	22	S	2904122	                  Moraxella sp. ZY201224
0.34	37	0	G	469	              Acinetobacter
0.34	37	37	S	40215	                Acinetobacter junii
0.65	72	0	O	135623	          Vibrionales
0.65	72	0	F	641	            Vibrionaceae
0.65	72	0	G	662	              Vibrio
0.65	72	72	S	676	                Vibrio fluvialis
0.44	49	0	O	72274	          Pseudomonadales
0.44	49	0	F	135621	            Pseudomonadaceae
0.44	49	0	G	286	              Pseudomonas
0.44	49	0	G1	136843	                Pseudomonas fluorescens group
0.44	49	49	S	294	                  Pseudomonas fluorescens
0.23	25	0	O	135622	          Alteromonadales
0.23	25	0	F	267890	            Shewanellaceae
0.23	25	0	G	22	              Shewanella
0.23	25	25	S	38313	                Shewanella algae
0.23	25	0	O	135614	          Xanthomonadales
0.23	25	0	F	32033	            Xanthomonadaceae
0.23	25	0	G	338	              Xanthomonas
0.23	25	25	S	339	                Xanthomonas campestris
0.22	24	0	O	135615	          Cardiobacteriales
0.22	24	0	F	868	            Cardiobacteriaceae
0.22	24	0	G	2717	              Cardiobacterium
0.22	24	0	G1	2648856	                unclassified Cardiobacterium
0.22	24	24	S	2866573	                  Cardiobacterium sp. Marseille-Q4385
1.05	116	0	C	28216	        Betaproteobacteria
0.84	92	0	O	80840	          Burkholderiales
0.84	92	0	F	119060	            Burkholderiaceae
0.68	75	0	G	32008	              Burkholderia
0.68	75	0	G1	87882	                Burkholderia cepacia complex
0.68	75	75	S	87883	                  Burkholderia multivorans
0.15	16	0	G	48736	              Ralstonia
0.15	16	16	S	190721	                Ralstonia insidiosa
0.22	23	0	O	206351	          Neisseriales
0.22	23	0	F	481	            Neisseriaceae
0.22	23	0	G	32257	              Kingella
0.22	23	23	S	505	                Kingella oralis
0.15	16	0	C	28211	        Alphaproteobacteria
0.15	16	0	O	204458	          Caulobacterales
0.15	16	0	F	76892	            Caulobacteraceae
0.15	16	0	G	41275	              Brevundimonas
0.15	16	16	S	172043	                Brevundimonas nasdae
13.29	1471	0	D1	1783270	      FCB group
13.29	1471	0	D2	68336	        Bacteroidetes/Chlorobi group
13.29	1471	0	P	976	          Bacteroidota
13.03	1442	0	C	200643	            Bacteroidia
13.03	1442	0	O	171549	              Bacteroidales
11.94	1321	0	F	171552	                Prevotellaceae
11.94	1321	0	G	838	                  Prevotella
4.24	469	469	S	28129	                    Prevotella denticola
3.87	428	428	S	28132	                    Prevotella melaninogenica
2.25	249	249	S	28135	                    Prevotella oris
1.14	126	126	S	28133	                    Prevotella nigrescens
0.26	28	28	S	28131	                    Prevotella intermedia
0.18	20	20	S	1177574	                    Prevotella jejuni
