100.00	523040	0	R	1	root
99.93	522697	0	R1	131567	  cellular organisms
99.29	519301	0	D	2	    Bacteria
46.40	242682	0	D1	1783272	      Terrabacteria group
40.07	209598	0	P	1239	        Bacillota
26.64	139351	0	C	91061	          Bacilli
26.14	136744	0	O	186826	            Lactobacillales
24.72	129305	0	F	1300	              Streptococcaceae
24.70	129209	0	G	1301	                Streptococcus
8.32	43495	0	G1	2608887	                  unclassified Streptococcus
2.51	13138	13138	S	2610896	                    Streptococcus sp. LPB0220
2.40	12557	12557	S	1316408	                    Streptococcus sp. HSISM1
0.79	4113	4113	S	2972784	                    Streptococcus sp. Marseille-Q6470
0.70	3673	3673	S	712623	                    Streptococcus sp. oral taxon 061
0.50	2617	2617	S	712633	                    Streptococcus sp. oral taxon 431
0.46	2425	2425	S	2759692	                    Streptococcus sp. Marseille-Q3533
0.36	1906	1906	S	1759399	                    Streptococcus sp. A12
0.21	1118	1118	S	2598453	                    Streptococcus sp. 116-D4
0.09	452	452	S	1902136	                    Streptococcus sp. NPS 308
0.08	435	435	S	1839799	                    Streptococcus sp. FDAARGOS_192
0.05	248	248	S	2576376	                    Streptococcus sp. 1643
0.04	187	187	S	1316411	                    Streptococcus sp. HSISS2
0.03	176	176	S	712624	                    Streptococcus sp. oral taxon 064
0.02	129	129	S	1316412	                    Streptococcus sp. HSISS3
0.01	29	29	S	2598457	                    Streptococcus sp. KS 6
0.05	265	265	S	1316410	                    Streptococcus sp. HSISS1
0.00	18	18	S	2664091	                    Streptococcus sp. zg-86
3.96	20705	20705	S	1318	                  Streptococcus parasanguinis
2.86	14940	14940	S	28037	                  Streptococcus mitis
1.23	6440	6440	S	68892	                  Streptococcus infantis
1.27	6627	6627	S	1303	                  Streptococcus oralis
1.37	7161	7161	S	1304	                  Streptococcus salivarius
0.77	4037	4037	S	1305	                  Streptococcus sanguinis
1.79	9358	9358	S	1313	                  Streptococcus pneumoniae
0.37	1959	1959	S	684066	                  Streptococcus lactarius
0.36	1859	1859	S	113107	                  Streptococcus australis
0.27	1406	1406	S	1156431	                  Streptococcus ilei
0.22	1150	1150	S	1433513	                  Streptococcus gwangjuense
0.18	952	952	S	45634	                  Streptococcus cristatus
0.17	909	909	S	1302	                  Streptococcus gordonii
0.19	1000	1000	S	257758	                  Streptococcus pseudopneumoniae
0.20	1027	1027	S	2819619	                  Streptococcus toyakuensis
0.12	631	0	G1	671232	                  Streptococcus anginosus group
0.06	335	335	S	1338	                    Streptococcus intermedius
0.04	218	218	S	1328	                    Streptococcus anginosus
0.01	77	77	S	76860	                    Streptococcus constellatus
0.13	667	667	S	2382163	                  Streptococcus koreensis
0.11	598	598	S	1234680	                  Streptococcus rubneri
0.09	467	467	S	1308	                  Streptococcus thermophilus
0.07	379	379	S	1343	                  Streptococcus vestibularis
0.05	284	284	S	1307	                  Streptococcus suis
0.03	166	166	S	1309	                  Streptococcus mutans
0.02	79	0	G1	119603	                  Streptococcus dysgalactiae group
0.01	47	47	S	1336	                    Streptococcus equi
0.01	32	32	S	1334	                    Streptococcus dysgalactiae
0.01	68	68	S	1314	                  Streptococcus pyogenes
0.01	60	60	S	1348	                  Streptococcus parauberis
0.40	2087	2087	S	1311	                  Streptococcus agalactiae
0.01	65	65	S	1501662	                  Streptococcus parasuis
0.01	41	41	S	2781599	                  Streptococcus oriscaviae
0.01	41	41	S	82348	                  Streptococcus pluranimalium
0.01	51	51	S	315405	                  Streptococcus gallolyticus
0.01	34	34	S	2021971	                  Streptococcus respiraculi
0.01	31	31	S	1346	                  Streptococcus iniae
0.01	43	43	S	2490633	                  Streptococcus periodonticum
0.01	29	29	S	29389	                  Streptococcus alactolyticus
0.00	24	24	S	1310	                  Streptococcus sobrinus
0.00	23	23	S	400065	                  Streptococcus merionis
0.00	22	22	S	149016	                  Streptococcus urinalis
0.00	21	21	S	1888195	                  Streptococcus himalayensis
0.00	20	20	S	1326	                  Streptococcus acidominimus
0.00	20	20	S	1329	                  Streptococcus canis
0.00	18	18	S	1345	                  Streptococcus ferus
0.00	19	19	S	361101	                  Streptococcus pseudoporcinus
0.00	19	19	S	1335	                  Streptococcus equinus
0.00	17	17	S	1814128	                  Streptococcus halotolerans
0.00	17	17	S	1340	                  Streptococcus porcinus
0.01	26	26	S	1917441	                  Streptococcus ruminantium
0.00	16	16	S	1349	                  Streptococcus uberis
0.01	28	28	S	33040	                  Streptococcus milleri
0.00	14	14	S	1341	                  Streptococcus ratti
0.00	13	13	S	1825069	                  Streptococcus marmotae
0.00	11	11	S	2173853	                  Streptococcus chenjunshii
0.00	11	11	S	1811193	                  Streptococcus pantholopis
0.02	95	0	G	1357	                Lactococcus
0.00	22	22	S	1359	                  Lactococcus cremoris
0.01	59	59	S	1358	                  Lactococcus lactis
0.00	12	12	S	1366	                  Lactococcus raffinolactis
1.36	7097	0	F	186828	              Carnobacteriaceae
1.34	7034	0	G	117563	                Granulicatella
1.31	6851	6851	S	46124	                  Granulicatella adiacens
0.03	182	182	S	137732	                  Granulicatella elegans
0.01	27	0	G	2747	                Carnobacterium
0.00	14	14	S	2748	                  Carnobacterium divergens
0.00	13	13	S	2751	                  Carnobacterium maltaromaticum
0.00	19	0	G	1470540	                Jeotgalibaca
0.00	19	19	S	1868793	                  Jeotgalibaca porci
0.00	16	0	G	29393	                Dolosigranulum
0.00	16	16	S	29394	                  Dolosigranulum pigrum
0.04	188	0	F	186827	              Aerococcaceae
0.04	188	0	G	46123	                Abiotrophia
0.04	188	188	S	46125	                  Abiotrophia defectiva
0.02	116	0	F	81852	              Enterococcaceae
0.02	102	0	G	1350	                Enterococcus
0.01	70	70	S	1352	                  Enterococcus faecium
0.01	31	31	S	1351	                  Enterococcus faecalis
0.00	13	0	G	2737	                Vagococcus
0.00	13	13	S	2738	                  Vagococcus fluvialis
0.01	37	0	F	33958	              Lactobacillaceae
0.00	22	0	G	1253	                Pediococcus
0.00	22	22	S	1255	                  Pediococcus pentosaceus
0.00	15	0	G	2759736	                Lacticaseibacillus
0.00	15	15	S	47715	                  Lacticaseibacillus rhamnosus
0.50	2606	0	O	1385	            Bacillales
0.42	2202	0	O1	539002	              Bacillales incertae sedis
0.41	2164	0	O2	539738	                Bacillales Family XI. Incertae Sedis
0.41	2164	0	G	1378	                  Gemella
0.32	1687	1687	S	84135	                    Gemella sanguinis
0.07	377	377	S	1379	                    Gemella haemolysans
0.02	100	100	S	29391	                    Gemella morbillorum
0.01	37	0	O2	539742	                Bacillales Family XII. Incertae Sedis
0.01	37	0	G	33986	                  Exiguobacterium
0.01	37	0	G1	2644629	                    unclassified Exiguobacterium
0.01	37	37	S	2051906	                      Exiguobacterium sp. N4-1P
0.05	247	0	F	186817	              Bacillaceae
0.04	200	0	G	1386	                Bacillus
0.04	187	0	G1	86661	                  Bacillus cereus group
0.03	158	158	S	1396	                    Bacillus cereus
0.01	29	29	S	1890302	                    Bacillus wiedmannii
0.00	13	0	G1	185979	                  unclassified Bacillus (in: firmicutes)
0.00	13	13	S	2933872	                    Bacillus sp. JY-23
0.01	47	0	G	2817139	                Weizmannia
0.01	47	47	S	1398	                  Weizmannia coagulans
0.01	75	0	F	186822	              Paenibacillaceae
0.01	75	0	G	44249	                Paenibacillus
0.00	25	0	G1	185978	                  unclassified Paenibacillus
0.00	25	25	S	2996034	                    Paenibacillus sp. SYP-B4298
0.01	50	50	S	61624	                  Paenibacillus mucilaginosus
0.01	53	0	F	90964	              Staphylococcaceae
0.01	53	0	G	1279	                Staphylococcus
0.01	53	53	S	1280	                  Staphylococcus aureus
0.01	27	0	F	186818	              Planococcaceae
0.01	27	0	G	160795	                Ureibacillus
0.01	27	27	S	51173	                  Ureibacillus thermosphaericus
12.70	66411	0	C	909932	          Negativicutes
12.66	66205	0	O	1843489	            Veillonellales
12.66	66205	0	F	31977	              Veillonellaceae
12.63	66047	0	G	29465	                Veillonella
3.98	20799	20799	S	39778	                  Veillonella dispar
2.81	14713	14713	S	39777	                  Veillonella atypica
1.87	9761	9761	S	423477	                  Veillonella rogosae
1.56	8172	0	G1	2630086	                  unclassified Veillonella
1.56	8172	8172	S	2682455	                    Veillonella sp. S12025-13
1.41	7367	7367	S	2682456	                  Veillonella nakazawae
0.95	4954	4954	S	29466	                  Veillonella parvula
0.05	278	278	S	248315	                  Veillonella rodentium
0.03	136	0	G	906	                Megasphaera
0.01	44	44	S	2144175	                  Megasphaera stantonii
0.01	30	30	S	1232428	                  Megasphaera massiliensis
0.01	30	30	S	1675036	                  Megasphaera hexanoica
0.01	31	31	S	907	                  Megasphaera elsdenii
0.00	22	0	G	39948	                Dialister
0.00	22	22	S	39950	                  Dialister pneumosintes
0.04	206	0	O	909929	            Selenomonadales
0.04	188	0	F	1843491	              Selenomonadaceae
0.04	188	0	G	970	                Selenomonas
0.03	137	0	G1	2637378	                  unclassified Selenomonas
0.01	55	55	S	712538	                    Selenomonas sp. oral taxon 478
0.01	43	43	S	713030	                    Selenomonas sp. oral taxon 136
0.00	24	24	S	1884263	                    Selenomonas sp. oral taxon 920
0.00	14	14	S	712528	                    Selenomonas sp. oral taxon 126
0.01	28	28	S	69823	                  Selenomonas sputigena
0.00	22	22	S	2754044	                  Selenomonas timonae
0.00	17	0	F	1843490	              Sporomusaceae
0.00	17	0	G	365348	                Pelosinus
0.00	17	17	S	365349	                  Pelosinus fermentans
0.70	3667	0	C	186801	          Clostridia
