 60.49	19188	19188	U	0	unclassified
 39.51	12534	5	R	1	root
 39.30	12468	6	R1	131567	  cellular organisms
 38.51	12217	42	D	2	    Bacteria
 18.32	5810	6	D1	1783272	      Terrabacteria group
 10.52	3338	7	P	1239	        Bacillota
  7.98	2530	4	C	91061	          Bacilli
  7.70	2443	5	O	186826	            Lactobacillales
  4.99	1582	0	F	1300	              Streptococcaceae
  4.99	1582	303	G	1301	                Streptococcus
  0.99	315	212	S	1303	                  Streptococcus oralis
  0.13	40	40	S1	1077464	                    Streptococcus oralis subsp. tigurinus
  0.11	36	36	S1	1891914	                    Streptococcus oralis subsp. oralis
  0.05	17	17	S1	1458253	                    Streptococcus oralis subsp. dentisani
  0.03	9	9	S1	927666	                    Streptococcus oralis Uo5
  0.00	1	1	S1	655813	                    Streptococcus oralis ATCC 35037
  0.67	214	14	G1	2608887	                  unclassified Streptococcus
  0.20	64	64	S	2610896	                    Streptococcus sp. LPB0220
  0.16	50	50	S	1316408	                    Streptococcus sp. HSISM1
  0.04	14	14	S	712624	                    Streptococcus sp. oral taxon 064
  0.03	11	11	S	712623	                    Streptococcus sp. oral taxon 061
  0.03	9	9	S	712633	                    Streptococcus sp. oral taxon 431
  0.03	8	8	S	2598453	                    Streptococcus sp. 116-D4
  0.03	8	8	S	1839799	                    Streptococcus sp. FDAARGOS_192
  0.02	7	7	S	2972784	                    Streptococcus sp. Marseille-Q6470
  0.02	5	5	S	2576376	                    Streptococcus sp. 1643
  0.02	5	5	S	2759692	                    Streptococcus sp. Marseille-Q3533
  0.01	4	4	S	1902136	                    Streptococcus sp. NPS 308
  0.01	4	4	S	1759399	                    Streptococcus sp. A12
  0.01	4	4	S	1316411	                    Streptococcus sp. HSISS2
  0.01	3	3	S	2598457	                    Streptococcus sp. KS 6
  0.01	2	2	S	1316412	                    Streptococcus sp. HSISS3
  0.00	1	1	S	2763068	                    Streptococcus sp. NSJ-72
  0.00	1	1	S	1316410	                    Streptococcus sp. HSISS1
  0.54	171	154	S	1304	                  Streptococcus salivarius
