ERR6913112.1.1	CP066057.1	98.601	143	2	0	1	143	236261	236119	2.24e-63	254
ERR6913112.1.1	CP065728.1	98.601	143	2	0	1	143	459905	459763	2.24e-63	254
ERR6913112.1.1	CP011380.2	86.806	144	17	2	1	143	1764095	1763953	5.02e-35	159
ERR6913112.1.1	CP011381.2	85.417	144	19	2	1	143	1740381	1740239	1.09e-31	148
ERR6913112.1.1	CP011379.1	87.705	122	15	0	2	123	1851337	1851216	5.05e-30	143
ERR6913112.3.1	CP066057.1	100.000	63	0	0	1	63	292227	292165	8.71e-23	117
ERR6913112.3.1	CP065728.1	100.000	63	0	0	1	63	515871	515809	8.71e-23	117
ERR6913112.5.1	CP066057.1	98.718	78	1	0	1	78	1954160	1954237	2.70e-29	139
ERR6913112.5.1	CP065728.1	98.718	78	1	0	1	78	2177772	2177849	2.70e-29	139
ERR6913112.5.1	CP030241.1	92.105	76	6	0	1	76	2602998	2603073	7.61e-20	108
ERR6913112.6.1	LR134375.1	100.000	276	0	0	1	276	399078	398803	2.66e-140	510
ERR6913112.6.1	AP022322.1	97.388	268	6	1	9	276	406307	406041	1.26e-123	455
ERR6913112.6.1	AP022321.1	95.911	269	11	0	8	276	426951	426683	4.58e-118	436
ERR6913112.6.1	LR778174.1	89.130	276	30	0	1	276	458659	458384	2.85e-90	344
ERR6913112.6.1	LT906445.1	88.768	276	31	0	1	276	461296	461021	1.33e-88	339
ERR6913112.9.1	CP032056.1	100.000	95	0	0	1	95	1654000	1654094	2.83e-40	176
ERR6913112.9.1	CP073339.1	100.000	95	0	0	1	95	814485	814579	2.83e-40	176
ERR6913112.9.1	CP072374.1	100.000	95	0	0	1	95	1312218	1312124	2.83e-40	176
ERR6913112.9.1	CP072373.1	100.000	95	0	0	1	95	2572507	2572413	2.83e-40	176
ERR6913112.9.1	CP072371.1	100.000	95	0	0	1	95	314221	314315	2.83e-40	176
ERR6913112.10.1	CP032056.1	100.000	95	0	0	1	95	1654000	1654094	2.83e-40	176
ERR6913112.10.1	CP073339.1	100.000	95	0	0	1	95	814485	814579	2.83e-40	176
ERR6913112.10.1	CP072374.1	100.000	95	0	0	1	95	1312218	1312124	2.83e-40	176
ERR6913112.10.1	CP072373.1	100.000	95	0	0	1	95	2572507	2572413	2.83e-40	176
ERR6913112.10.1	CP072371.1	100.000	95	0	0	1	95	314221	314315	2.83e-40	176
