ERR6913122.1.1	CP063117.1	100.000	135	0	0	1	135	277944	277810	2.68e-62	250
ERR6913122.1.1	CP063116.1	99.259	135	1	0	1	135	282561	282427	1.25e-60	244
ERR6913122.1.1	CP065991.1	99.254	134	1	0	2	135	40258	40391	4.49e-60	243
ERR6913122.1.1	CP063124.1	99.254	134	1	0	2	135	265910	265777	4.49e-60	243
ERR6913122.1.1	CP063120.1	99.254	134	1	0	2	135	315246	315113	4.49e-60	243
ERR6913122.2.1	CP072363.1	97.333	150	4	0	1	150	1061364	1061215	6.62e-64	255
ERR6913122.2.1	CP072363.1	97.333	150	4	0	1	150	2014488	2014339	6.62e-64	255
ERR6913122.2.1	CP072363.1	97.333	150	4	0	1	150	2222516	2222367	6.62e-64	255
ERR6913122.2.1	CP072363.1	94.667	150	8	0	1	150	15272	15123	3.10e-57	233
ERR6913122.2.1	CP072349.1	97.333	150	4	0	1	150	1110816	1110965	6.62e-64	255
ERR6913122.2.1	CP054011.1	95.333	150	7	0	1	150	555146	554997	6.67e-59	239
ERR6913122.2.1	CP023863.1	95.333	150	7	0	1	150	1253207	1253058	6.67e-59	239
ERR6913122.2.1	CP023863.1	95.333	150	7	0	1	150	2174434	2174285	6.67e-59	239
ERR6913122.2.1	CP072365.1	94.667	150	8	0	1	150	799678	799827	3.10e-57	233
ERR6913122.7.1	CP082858.1	95.238	105	5	0	1	105	1917235	1917131	1.98e-37	167
ERR6913122.7.1	CP022340.1	85.366	82	10	2	23	103	1182628	1182548	2.05e-12	84.2
ERR6913122.7.1	CP083695.1	85.366	82	10	2	23	103	805690	805610	2.05e-12	84.2
ERR6913122.7.1	AP013036.1	85.366	82	10	2	23	103	1220446	1220366	2.05e-12	84.2
ERR6913122.7.1	AP019810.1	87.324	71	7	2	34	103	2862341	2862272	2.65e-11	80.5
ERR6913122.9.1	CP012071.1	99.029	103	1	0	1	103	1271068	1271170	5.32e-43	185
ERR6913122.10.1	CP023863.1	100.000	87	0	0	1	87	1433171	1433257	6.91e-36	161
ERR6913122.10.1	CP072365.1	100.000	87	0	0	1	87	125261	125347	6.91e-36	161
ERR6913122.10.1	CP072363.1	98.851	87	1	0	1	87	2176804	2176890	3.22e-34	156
